2018-09-02 23:19:38,439 [open_context_base.py] on_error:303: Connect error: conn_id=25; err=[Errno 111] Connection refused;
2018-09-02 23:19:38,447 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:19:46,447 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:19:46,447 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:19:46,459 [open_context_base.py] on_error:303: Connect error: conn_id=26; err=[Errno 111] Connection refused;
2018-09-02 23:19:46,468 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:19:54,468 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:19:54,469 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:19:54,477 [open_context_base.py] on_error:303: Connect error: conn_id=27; err=[Errno 111] Connection refused;
2018-09-02 23:19:54,479 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:20:02,479 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:20:02,480 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:20:02,498 [open_context_base.py] on_error:303: Connect error: conn_id=28; err=[Errno 111] Connection refused;
2018-09-02 23:20:02,500 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:20:10,500 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:20:10,501 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:20:10,518 [open_context_base.py] on_error:303: Connect error: conn_id=29; err=[Errno 111] Connection refused;
2018-09-02 23:20:10,521 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:20:18,521 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:20:18,521 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:20:18,537 [open_context_base.py] on_error:303: Connect error: conn_id=30; err=[Errno 111] Connection refused;
2018-09-02 23:20:18,542 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:20:26,542 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:20:26,542 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:20:26,557 [open_context_base.py] on_error:303: Connect error: conn_id=31; err=[Errno 111] Connection refused;
2018-09-02 23:20:26,563 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:20:34,563 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:20:34,564 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
