2018-09-02 23:23:22,971 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:23:22,972 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:23:22,988 [open_context_base.py] on_error:303: Connect error: conn_id=53; err=[Errno 111] Connection refused;
2018-09-02 23:23:22,992 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:23:30,993 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:23:30,993 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:23:31,007 [open_context_base.py] on_error:303: Connect error: conn_id=54; err=[Errno 111] Connection refused;
2018-09-02 23:23:31,013 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:23:39,014 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:23:39,014 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:23:39,028 [open_context_base.py] on_error:303: Connect error: conn_id=55; err=[Errno 111] Connection refused;
2018-09-02 23:23:39,034 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:23:47,035 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:23:47,035 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:23:47,048 [open_context_base.py] on_error:303: Connect error: conn_id=56; err=[Errno 111] Connection refused;
2018-09-02 23:23:47,056 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:23:55,056 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:23:55,056 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:23:55,067 [open_context_base.py] on_error:303: Connect error: conn_id=57; err=[Errno 111] Connection refused;
2018-09-02 23:23:55,077 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:24:03,077 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:24:03,078 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:24:03,085 [open_context_base.py] on_error:303: Connect error: conn_id=58; err=[Errno 111] Connection refused;
2018-09-02 23:24:03,088 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:24:11,088 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:24:11,088 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:24:11,104 [open_context_base.py] on_error:303: Connect error: conn_id=59; err=[Errno 111] Connection refused;
2018-09-02 23:24:11,109 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:24:19,109 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:24:19,110 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:24:19,123 [open_context_base.py] on_error:303: Connect error: conn_id=60; err=[Errno 111] Connection refused;
2018-09-02 23:24:19,131 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:24:27,131 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:24:27,131 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:24:27,144 [open_context_base.py] on_error:303: Connect error: conn_id=61; err=[Errno 111] Connection refused;
2018-09-02 23:24:27,152 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:24:35,152 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:24:35,152 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:24:35,165 [open_context_base.py] on_error:303: Connect error: conn_id=62; err=[Errno 111] Connection refused;
2018-09-02 23:24:35,173 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:24:43,173 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:24:43,173 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:24:43,185 [open_context_base.py] on_error:303: Connect error: conn_id=63; err=[Errno 111] Connection refused;
2018-09-02 23:24:43,194 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:24:51,195 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:24:51,195 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:24:51,205 [open_context_base.py] on_error:303: Connect error: conn_id=64; err=[Errno 111] Connection refused;
2018-09-02 23:24:51,205 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:24:59,206 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:24:59,206 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:24:59,225 [open_context_base.py] on_error:303: Connect error: conn_id=65; err=[Errno 111] Connection refused;
2018-09-02 23:24:59,227 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:25:07,227 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:25:07,227 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:25:07,246 [open_context_base.py] on_error:303: Connect error: conn_id=66; err=[Errno 111] Connection refused;
2018-09-02 23:25:07,248 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:25:15,249 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:25:15,249 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:25:15,266 [open_context_base.py] on_error:303: Connect error: conn_id=67; err=[Errno 111] Connection refused;
2018-09-02 23:25:15,269 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:25:23,270 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:25:23,270 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:25:23,287 [open_context_base.py] on_error:303: Connect error: conn_id=68; err=[Errno 111] Connection refused;
2018-09-02 23:25:23,290 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:25:31,291 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:25:31,291 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:25:31,308 [open_context_base.py] on_error:303: Connect error: conn_id=69; err=[Errno 111] Connection refused;
2018-09-02 23:25:31,312 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:25:39,312 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:25:39,312 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:25:39,328 [open_context_base.py] on_error:303: Connect error: conn_id=70; err=[Errno 111] Connection refused;
2018-09-02 23:25:39,333 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:25:47,333 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:25:47,333 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:25:47,348 [open_context_base.py] on_error:303: Connect error: conn_id=71; err=[Errno 111] Connection refused;
2018-09-02 23:25:47,354 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:25:55,354 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:25:55,354 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:25:55,367 [open_context_base.py] on_error:303: Connect error: conn_id=72; err=[Errno 111] Connection refused;
2018-09-02 23:25:55,375 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:26:03,376 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:26:03,376 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:26:03,387 [open_context_base.py] on_error:303: Connect error: conn_id=73; err=[Errno 111] Connection refused;
2018-09-02 23:26:03,396 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:26:11,397 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:26:11,397 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:26:11,406 [open_context_base.py] on_error:303: Connect error: conn_id=74; err=[Errno 111] Connection refused;
2018-09-02 23:26:11,407 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:26:19,408 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:26:19,408 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:26:19,426 [open_context_base.py] on_error:303: Connect error: conn_id=75; err=[Errno 111] Connection refused;
2018-09-02 23:26:19,429 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:26:27,429 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:26:27,429 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:26:27,446 [open_context_base.py] on_error:303: Connect error: conn_id=76; err=[Errno 111] Connection refused;
2018-09-02 23:26:27,450 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:26:35,450 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:26:35,450 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:26:35,466 [open_context_base.py] on_error:303: Connect error: conn_id=77; err=[Errno 111] Connection refused;
2018-09-02 23:26:35,471 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:26:43,471 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:26:43,471 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:26:43,485 [open_context_base.py] on_error:303: Connect error: conn_id=78; err=[Errno 111] Connection refused;
2018-09-02 23:26:43,492 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:26:51,492 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:26:51,493 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:26:51,504 [open_context_base.py] on_error:303: Connect error: conn_id=79; err=[Errno 111] Connection refused;
2018-09-02 23:26:51,513 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:26:59,514 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:26:59,514 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:26:59,524 [open_context_base.py] on_error:303: Connect error: conn_id=80; err=[Errno 111] Connection refused;
2018-09-02 23:26:59,525 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:27:07,525 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:27:07,526 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:27:07,544 [open_context_base.py] on_error:303: Connect error: conn_id=81; err=[Errno 111] Connection refused;
2018-09-02 23:27:07,546 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:27:15,547 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:27:15,547 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:27:15,563 [open_context_base.py] on_error:303: Connect error: conn_id=82; err=[Errno 111] Connection refused;
2018-09-02 23:27:15,568 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:27:23,568 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:27:23,568 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:27:23,582 [open_context_base.py] on_error:303: Connect error: conn_id=83; err=[Errno 111] Connection refused;
2018-09-02 23:27:23,589 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:27:31,590 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:27:31,590 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:27:31,601 [open_context_base.py] on_error:303: Connect error: conn_id=84; err=[Errno 111] Connection refused;
2018-09-02 23:27:31,610 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:27:39,611 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:27:39,611 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:27:39,622 [open_context_base.py] on_error:303: Connect error: conn_id=85; err=[Errno 111] Connection refused;
2018-09-02 23:27:39,632 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:27:47,632 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:27:47,632 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:27:47,642 [open_context_base.py] on_error:303: Connect error: conn_id=86; err=[Errno 111] Connection refused;
2018-09-02 23:27:47,643 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:27:55,644 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:27:55,644 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:27:55,661 [open_context_base.py] on_error:303: Connect error: conn_id=87; err=[Errno 111] Connection refused;
2018-09-02 23:27:55,665 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:28:03,665 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:28:03,665 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:28:03,682 [open_context_base.py] on_error:303: Connect error: conn_id=88; err=[Errno 111] Connection refused;
2018-09-02 23:28:03,686 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:28:11,686 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:28:11,686 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:28:11,703 [open_context_base.py] on_error:303: Connect error: conn_id=89; err=[Errno 111] Connection refused;
2018-09-02 23:28:11,707 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:28:19,707 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:28:19,707 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:28:19,723 [open_context_base.py] on_error:303: Connect error: conn_id=90; err=[Errno 111] Connection refused;
2018-09-02 23:28:19,728 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:28:27,729 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:28:27,729 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:28:27,743 [open_context_base.py] on_error:303: Connect error: conn_id=91; err=[Errno 111] Connection refused;
2018-09-02 23:28:27,749 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:28:35,750 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:28:35,750 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:28:35,763 [open_context_base.py] on_error:303: Connect error: conn_id=92; err=[Errno 111] Connection refused;
2018-09-02 23:28:35,771 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:28:43,771 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:28:43,771 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:28:43,784 [open_context_base.py] on_error:303: Connect error: conn_id=93; err=[Errno 111] Connection refused;
2018-09-02 23:28:43,792 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:28:51,793 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:28:51,793 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:28:51,803 [open_context_base.py] on_error:303: Connect error: conn_id=94; err=[Errno 111] Connection refused;
2018-09-02 23:28:51,813 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:28:59,825 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:28:59,825 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:28:59,845 [open_context_base.py] on_error:303: Connect error: conn_id=95; err=[Errno 111] Connection refused;
2018-09-02 23:28:59,846 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:29:07,847 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:29:07,847 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:29:07,866 [open_context_base.py] on_error:303: Connect error: conn_id=96; err=[Errno 111] Connection refused;
2018-09-02 23:29:07,867 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:29:15,868 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:29:15,868 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:29:15,884 [open_context_base.py] on_error:303: Connect error: conn_id=97; err=[Errno 111] Connection refused;
2018-09-02 23:29:15,889 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:29:23,889 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:29:23,890 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:29:23,904 [open_context_base.py] on_error:303: Connect error: conn_id=98; err=[Errno 111] Connection refused;
2018-09-02 23:29:23,910 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
